shape_id,shape_pt_sequence,shape_dist_traveled,shape_pt_lon,shape_pt_lat
DDD_12_Guediawaye,23,6.822036,-17.39771410000000174,14.74972409999999989
DDD_12_Guediawaye,24,8.971739,-17.40925728351342272,14.73831212489877984
DDD_12_Guediawaye,25,9.788382,-17.41621471457314385,14.73561918892271905
DDD_12_Guediawaye,26,10.763365,-17.4238107751447231,14.73094101921441457
DDD_12_Guediawaye,27,11.104577,-17.42648620059182463,14.7293080630295723
DDD_12_Guediawaye,28,11.611645,-17.42946335952537851,14.72587660690925837
DDD_12_Guediawaye,29,11.925826,-17.43082804868519275,14.72337573279274991
DDD_12_Guediawaye,30,13.069316,-17.43718034559525876,14.72275563619886007
DDD_12_Guediawaye,31,13.295852,-17.43868304647840972,14.72408358335175294
DDD_12_Guediawaye,32,14.115881,-17.44466633618026563,14.72610634083017089
DDD_12_Guediawaye,33,14.470948,-17.44625682230560315,14.72332958536067871
DDD_12_Guediawaye,34,15.102042,-17.44986168956468831,14.7189450476502639
DDD_12_Guediawaye,35,15.307929,-17.45106163722548231,14.71749481704846119
DDD_12_Guediawaye,36,15.666209,-17.45319731212897807,14.71506131498725978
DDD_12_Guediawaye,37,15.781537,-17.45388170000000017,14.71426600000000029
DDD_12_Guediawaye,38,16.173257,-17.45610506854326971,14.71175015147209919
DDD_12_Guediawaye,39,16.630865,-17.45887535574812688,14.70863118966220462
DDD_12_Guediawaye,40,17.03603,-17.46132823845940507,14.70586559798559101
DDD_12_Guediawaye,41,17.945111,-17.46685268580850803,14.69966864514639759
DDD_12_Guediawaye,42,18.746648,-17.464996465576899,14.6954624791379036
DDD_12_Guediawaye,43,19.109826,-17.46244877502240556,14.69332422785722692
DDD_12_Guediawaye,44,19.428096,-17.46025360000000148,14.69150420000000068
DDD_12_Guediawaye,45,19.79794,-17.45783912138812255,14.68920959545062743
DDD_12_Guediawaye,46,20.181426,-17.45561684708988537,14.6865512608919726
DDD_12_Guediawaye,47,20.703412,-17.45240628248969017,14.68338747629874597
DDD_12_Guediawaye,48,21.113889,-17.44965364493944548,14.6808280658778223
DDD_12_Guediawaye,49,21.490562,-17.44715519572906715,14.67847392674941354
DDD_12_Guediawaye,50,22.0722,-17.44332597781720295,14.67487069785382658
DDD_12_Guediawaye,51,22.671927,-17.44025737106012031,14.67054914979577873
DDD_12_Guediawaye,52,22.986532,-17.43928775374372009,14.66787958090102073
DDD_12_Guediawaye,53,23.29294,-17.43802747581935719,14.66593177343607124
DDD_12_Guediawaye,54,23.354417,-17.437579856438294,14.66577381083308573
DDD_12_Guediawaye,55,23.533362,-17.43609623748347559,14.6653074119653013
DDD_12_Guediawaye,56,24.172883,-17.43530093889762966,14.66260159805647412
DDD_12_Guediawaye,57,24.602727,-17.43712308760453311,14.66191526651491017
DDD_12_Guediawaye,58,25.022433,-17.43573940882595963,14.65837599491750076
DDD_12_Guediawaye,59,25.958064,-17.43338416427676663,14.65101680877327972
DDD_13_TERMINUS-DIEUPPEUL,1,0,-17.45875327514637476,14.72351470354437808
DDD_13_TERMINUS-DIEUPPEUL,2,0.440697,-17.45524160542479919,14.72283007678601052
DDD_13_TERMINUS-DIEUPPEUL,3,0.725054,-17.4526385256764982,14.72250087376783156
DDD_13_TERMINUS-DIEUPPEUL,4,1.419437,-17.44702339999999907,14.72026059999999958
DDD_13_TERMINUS-DIEUPPEUL,5,1.901241,-17.44616747325362383,14.71622300289206464
DDD_13_TERMINUS-DIEUPPEUL,6,2.301896,-17.44640519534883794,14.71262154240232256
DDD_13_TERMINUS-DIEUPPEUL,7,2.646243,-17.44663957743099658,14.70953077095037642
DDD_13_TERMINUS-DIEUPPEUL,8,2.958603,-17.44680145103976088,14.70672473758267707
DDD_13_TERMINUS-DIEUPPEUL,9,3.24735,-17.44695429988941981,14.7041466049158327
DDD_13_TERMINUS-DIEUPPEUL,10,3.338198,-17.44700905069609931,14.7034995806391624
DDD_13_TERMINUS-DIEUPPEUL,11,3.64919,-17.44721392468239785,14.70073934926881876
DDD_13_TERMINUS-DIEUPPEUL,12,4.056058,-17.44742144790132699,14.6971629121917573
DDD_13_TERMINUS-DIEUPPEUL,13,4.599443,-17.44767162408383143,14.69226747981910641
DDD_13_TERMINUS-DIEUPPEUL,14,4.978223,-17.4466423564741504,14.68920316111424995
DDD_13_TERMINUS-DIEUPPEUL,15,5.325142,-17.44562662834546529,14.6862394977651789
DDD_13_TERMINUS-DIEUPPEUL,16,5.57652,-17.44490964378404385,14.68407853480505487
DDD_13_TERMINUS-DIEUPPEUL,17,5.91224,-17.44396065512082572,14.6813231570363687
DDD_13_TERMINUS-DIEUPPEUL,18,6.227751,-17.44271179305534858,14.67897238450028219
DDD_13_TERMINUS-DIEUPPEUL,19,6.810156,-17.43884301181235585,14.67562236810885068
DDD_13_TERMINUS-DIEUPPEUL,20,7.986992,-17.43245592928571241,14.66943605444693866
DDD_13_TERMINUS-DIEUPPEUL,21,8.126525,-17.43248300999999856,14.6683416900000001
DDD_13_TERMINUS-DIEUPPEUL,22,8.920427,-17.43530093889762966,14.66260159805647412
DDD_13_TERMINUS-DIEUPPEUL,23,9.350271,-17.43712308760453311,14.66191526651491017
DDD_13_TERMINUS-DIEUPPEUL,24,9.769977,-17.43573940882595963,14.65837599491750076
DDD_13_TERMINUS-DIEUPPEUL,25,10.441094,-17.43347015082120777,14.65275926751704105
DDD_13_PALAIS-02,1,0,-17.43347015082120777,14.65275926751704105
DDD_13_PALAIS-02,2,0.597234,-17.43537800000000004,14.65779500000000013
DDD_13_PALAIS-02,3,1.05929,-17.43691335399516618,14.66167967999383315
DDD_13_PALAIS-02,4,1.325335,-17.43630245207258156,14.66270781584093363
DDD_13_PALAIS-02,5,1.462175,-17.4350644607340115,14.66246201691518181
DDD_13_PALAIS-02,6,2.405294,-17.43159259531453742,14.66944709273246694
DDD_13_PALAIS-02,7,2.845377,-17.43286324907219864,14.67297572230286917
DDD_13_PALAIS-02,8,3.592343,-17.43885821540425951,14.67570399518659663
DDD_13_PALAIS-02,9,3.925092,-17.4411352572244347,14.67751851464555024
DDD_13_PALAIS-02,10,4.964177,-17.44524821982694007,14.68571290549060038
DDD_13_PALAIS-02,11,5.250636,-17.44609797930714024,14.68815962226483585
DDD_13_PALAIS-02,12,6.218245,-17.44737906018001894,14.696412937782382
DDD_13_PALAIS-02,13,6.645471,-17.44710089075892512,14.70002184569044346
DDD_13_PALAIS-02,14,7.015766,-17.44690507539163349,14.70330776020077579
DDD_13_PALAIS-02,15,7.123652,-17.44686599213670419,14.70417735453669827
DDD_13_PALAIS-02,16,7.378123,-17.44665390997312926,14.70645847912293291
DDD_13_PALAIS-02,17,7.710691,-17.44647182851477396,14.70943108860528881
DDD_13_PALAIS-02,18,8.059571,-17.44627159999999932,14.7125584000000007
DDD_13_PALAIS-02,19,8.41454,-17.44609549999999842,14.71575239999999951
DDD_13_PALAIS-02,20,8.920948,-17.44682208814729307,14.72018352313236278
DDD_13_PALAIS-02,21,9.303612,-17.4495666531884801,14.72212264435822249
DDD_13_PALAIS-02,22,9.585578,-17.45210576550330472,14.72253924483070087
DDD_13_PALAIS-02,23,9.904465,-17.45497164233382037,14.72292798899214894
DDD_13_PALAIS-02,24,10.3681,-17.45875327514637476,14.72351470354437808
DDD_23_PARCELLE-ASSAINIES,1,0,-17.43868901293814844,14.76016516270571621
DDD_23_PARCELLE-ASSAINIES,2,0.140368,-17.43945607678996268,14.76066837671255705
DDD_23_PARCELLE-ASSAINIES,3,0.300267,-17.4407282565431494,14.76037567491654912
DDD_23_PARCELLE-ASSAINIES,4,0.619439,-17.44363140348608354,14.75981432683800421
DDD_23_PARCELLE-ASSAINIES,5,0.991032,-17.44699317428536034,14.75912984554424945
DDD_23_PARCELLE-ASSAINIES,6,1.341726,-17.44824515296912537,14.7612212363139097
DDD_23_PARCELLE-ASSAINIES,7,1.536992,-17.44962522852420861,14.76157747542796095
DDD_23_PARCELLE-ASSAINIES,8,2.002203,-17.45105881514071555,14.75896372011068003
DDD_23_PARCELLE-ASSAINIES,9,2.284998,-17.44855119154335554,14.75873177809697445
DDD_23_PARCELLE-ASSAINIES,10,2.923584,-17.44576323478969826,14.75558290066259737
DDD_23_PARCELLE-ASSAINIES,11,3.238321,-17.44293225179968587,14.75616925732058071
DDD_23_PARCELLE-ASSAINIES,12,3.654976,-17.43917334509887951,14.75692450653710885
DDD_23_PARCELLE-ASSAINIES,13,3.865104,-17.43727289021010662,14.75732614978279322
DDD_23_PARCELLE-ASSAINIES,14,4.207795,-17.43576787045939724,14.75567558199130325
DDD_23_PARCELLE-ASSAINIES,15,4.436958,-17.43521160952610671,14.75370326113528208
DDD_23_PARCELLE-ASSAINIES,16,4.713258,-17.43624025816596301,14.75224285649457201
DDD_23_PARCELLE-ASSAINIES,17,4.936339,-17.43805044015431704,14.75136184632365577
DDD_23_PARCELLE-ASSAINIES,18,5.278398,-17.44102690255408206,14.75035695213786369
DDD_23_PARCELLE-ASSAINIES,19,5.659611,-17.44398755462868422,14.74849454409872429
DDD_23_PARCELLE-ASSAINIES,20,5.890939,-17.44540569743590552,14.74694833731518528
DDD_23_PARCELLE-ASSAINIES,21,6.825851,-17.45171389361313885,14.74133739674809895
DDD_23_PARCELLE-ASSAINIES,22,7.225154,-17.45410940910374009,14.7387542606677453
DDD_23_PARCELLE-ASSAINIES,23,7.6828,-17.45595959868627034,14.73516881667140943
DDD_23_PARCELLE-ASSAINIES,24,8.140748,-17.45662319705750321,14.73110206711413461
DDD_23_PARCELLE-ASSAINIES,25,8.659737,-17.45570771357412099,14.72831853204396957
DDD_23_PARCELLE-ASSAINIES,26,9.098512,-17.45167373384492038,14.72777594809811319
DDD_23_PARCELLE-ASSAINIES,27,9.56089,-17.44742673636423547,14.72718440767082448
DDD_23_PARCELLE-ASSAINIES,28,9.954186,-17.44466633618026563,14.72610634083017089
DDD_23_PARCELLE-ASSAINIES,29,10.309253,-17.44625682230560315,14.72332958536067871
DDD_23_PARCELLE-ASSAINIES,30,10.940347,-17.44986168956468831,14.7189450476502639
DDD_23_PARCELLE-ASSAINIES,31,11.146234,-17.45106163722548231,14.71749481704846119
DDD_23_PARCELLE-ASSAINIES,32,11.504514,-17.45319731212897807,14.71506131498725978
DDD_23_PARCELLE-ASSAINIES,33,11.619842,-17.45388170000000017,14.71426600000000029
DDD_23_PARCELLE-ASSAINIES,34,12.011562,-17.45610506854326971,14.71175015147209919
DDD_23_PARCELLE-ASSAINIES,35,12.46917,-17.45887535574812688,14.70863118966220462
DDD_23_PARCELLE-ASSAINIES,36,12.874335,-17.46132823845940507,14.70586559798559101
DDD_23_PARCELLE-ASSAINIES,37,13.783416,-17.46685268580850803,14.69966864514639759
DDD_23_PARCELLE-ASSAINIES,38,14.584953,-17.464996465576899,14.6954624791379036
DDD_23_PARCELLE-ASSAINIES,39,14.948131,-17.46244877502240556,14.69332422785722692
DDD_23_PARCELLE-ASSAINIES,40,15.266401,-17.46025360000000148,14.69150420000000068
DDD_23_PARCELLE-ASSAINIES,41,15.636245,-17.45783912138812255,14.68920959545062743
DDD_23_PARCELLE-ASSAINIES,42,16.019731,-17.45561684708988537,14.6865512608919726
DDD_23_PARCELLE-ASSAINIES,43,16.704155,-17.45510775275110404,14.68150506269868139
DDD_23_PARCELLE-ASSAINIES,44,16.955653,-17.45475224042422724,14.67969008042283363
DDD_23_PARCELLE-ASSAINIES,45,17.247223,-17.45281758335460864,14.6778516588434691
DDD_23_PARCELLE-ASSAINIES,46,18.086288,-17.44710882141165698,14.67597481123570446
DDD_23_PARCELLE-ASSAINIES,47,18.642715,-17.44332597781720295,14.67487069785382658
DDD_23_PARCELLE-ASSAINIES,48,19.242442,-17.44025737106012031,14.67054914979577873
DDD_23_PARCELLE-ASSAINIES,49,19.557047,-17.43928775374372009,14.66787958090102073
DDD_23_PARCELLE-ASSAINIES,50,19.863455,-17.43802747581935719,14.66593177343607124
DDD_23_PARCELLE-ASSAINIES,51,19.924932,-17.437579856438294,14.66577381083308573
DDD_23_PARCELLE-ASSAINIES,52,20.103877,-17.43609623748347559,14.6653074119653013
DDD_23_PARCELLE-ASSAINIES,53,20.743398,-17.43530093889762966,14.66260159805647412
DDD_23_PARCELLE-ASSAINIES,54,20.852528,-17.43630245207258156,14.66270781584093363
DDD_23_PARCELLE-ASSAINIES,55,21.173839,-17.43712308760453311,14.66191526651491017
DDD_23_PARCELLE-ASSAINIES,56,21.593545,-17.43573940882595963,14.65837599491750076
DDD_23_PARCELLE-ASSAINIES,57,22.264662,-17.43347015082120777,14.65275926751704105
DDD_23_PALAIS-2,1,0,-17.43338416427676663,14.65101680877327972
DDD_23_PALAIS-2,2,0.278668,-17.43347015082120777,14.65275926751704105
DDD_23_PALAIS-2,3,0.861747,-17.43537800000000004,14.65779500000000013
DDD_23_PALAIS-2,4,1.323803,-17.43691335399516618,14.66167967999383315
DDD_23_PALAIS-2,5,1.589848,-17.43630245207258156,14.66270781584093363
DDD_23_PALAIS-2,6,1.726688,-17.4350644607340115,14.66246201691518181
DDD_23_PALAIS-2,7,2.553316,-17.43700132950242221,14.66667188118292131
DDD_23_PALAIS-2,8,3.27046,-17.44034933494159034,14.67171895451120811
DDD_23_PALAIS-2,9,3.866213,-17.44397457264916795,14.67566526499543045
DDD_23_PALAIS-2,10,4.321428,-17.44695324199624409,14.67626829284979273
DDD_23_PALAIS-2,11,4.741475,-17.44977201882908702,14.6750242282213712
DDD_23_PALAIS-2,12,5.362807,-17.45385066742439406,14.67890617935104558
DDD_23_PALAIS-2,13,5.680585,-17.45505325999999968,14.68103310999999955
DDD_23_PALAIS-2,14,6.281279,-17.45430780731027554,14.68563997990117365
DDD_23_PALAIS-2,15,6.743847,-17.45716913486290878,14.68852206305796493
DDD_23_PALAIS-2,16,7.073782,-17.45910387034813738,14.69080838892324969
DDD_23_PALAIS-2,17,7.517774,-17.46221220982804923,14.69336724079975554
DDD_23_PALAIS-2,18,7.947396,-17.46521068605792237,14.69591705749196286
DDD_23_PALAIS-2,19,8.276578,-17.46705402748468927,14.69802520874316976
DDD_23_PALAIS-2,20,8.608095,-17.46590690977692262,14.7005505777224279
DDD_23_PALAIS-2,21,9.321206,-17.46157763817068087,14.70539613583689587
DDD_23_PALAIS-2,22,9.694058,-17.45933192944994872,14.70794762504098685
DDD_23_PALAIS-2,23,10.010089,-17.45742030247532384,14.71011109153627494
DDD_23_PALAIS-2,24,10.628181,-17.45384759999999957,14.71414500000000025
DDD_23_PALAIS-2,25,10.9056,-17.45219140000000024,14.71604310000000027
DDD_23_PALAIS-2,26,11.25292,-17.45010368278329338,14.71842133925283846
DDD_23_PALAIS-2,27,12.20978,-17.44493118240840346,14.72539512420178376
DDD_23_PALAIS-2,28,12.458883,-17.44492588687021595,14.72698212767497061
DDD_23_PALAIS-2,29,12.70198,-17.44715189000000066,14.72730121000000025
DDD_23_PALAIS-2,30,13.056183,-17.45040406368267938,14.72774467128813214
DDD_23_PALAIS-2,31,13.347125,-17.45297152516247152,14.72811591313448609
DDD_23_PALAIS-2,32,13.606553,-17.45534916884391308,14.7284273206424885
DDD_23_PALAIS-2,33,14.007008,-17.45657353237205456,14.73088667582922717
DDD_23_PALAIS-2,34,14.523999,-17.45576945210385844,14.73545786864943175
DDD_23_PALAIS-2,35,15.066609,-17.45327762305675279,14.73964123758195832
DDD_23_PALAIS-2,36,15.472797,-17.4505107226703764,14.74204511603354284
DDD_23_PALAIS-2,37,16.186064,-17.44557699887995028,14.74626828098560161
DDD_23_PALAIS-2,38,16.501324,-17.44384074616174729,14.74850281556142662
DDD_23_PALAIS-2,39,16.912381,-17.44062982547072593,14.75037865098439838
DDD_23_PALAIS-2,40,17.386715,-17.43661842737770939,14.75185878558341379
DDD_23_PALAIS-2,41,17.728404,-17.43507522192288306,14.75369306339020525
DDD_23_PALAIS-2,42,17.966521,-17.43569045618750835,14.75570861656167487
DDD_23_PALAIS-2,43,18.116812,-17.43594697773737678,14.75703449894223596
DDD_23_PALAIS-2,44,18.285618,-17.43698644506845241,14.75746639132625937
DDD_23_PALAIS-2,45,18.557001,-17.4394403153551778,14.75696598527463799
DDD_23_PALAIS-2,46,19.037437,-17.44380156152485384,14.75608266841989114
DDD_23_PALAIS-2,47,19.310322,-17.44626638403186547,14.7555948810808637
DDD_23_PALAIS-2,48,19.864794,-17.44844781152410462,14.7588255892144069
DDD_23_PALAIS-2,49,20.136706,-17.45082687114711462,14.7589566919123989
DDD_23_PALAIS-2,50,20.60215,-17.44962522852420861,14.76157747542796095
DDD_23_PALAIS-2,51,20.797416,-17.44824515296912537,14.7612212363139097
DDD_23_PALAIS-2,52,21.14811,-17.44699317428536034,14.75912984554424945
DDD_23_PALAIS-2,53,21.519703,-17.44363140348608354,14.75981432683800421
DDD_23_PALAIS-2,54,21.838875,-17.4407282565431494,14.76037567491654912
DDD_23_PALAIS-2,55,21.980309,-17.43945607678996268,14.76066837671255705
DDD_23_PALAIS-2,56,22.12163,-17.43868901293814844,14.76016516270571621
DDD_105_PETERSEN,1,0,-17.4411352572244347,14.67751851464555024
DDD_105_PETERSEN,2,0.866,-17.44673365847281232,14.68266781113049113
DDD_105_PETERSEN,3,1.164,-17.44869407831848207,14.68456177378944894
DDD_105_PETERSEN,4,1.614,-17.45007939484442616,14.68730295896878246
DDD_105_PETERSEN,5,2.026,-17.44738956311448064,14.68993035083559029
DDD_105_PETERSEN,6,2.447,-17.44794117774828379,14.69296174327063476
DDD_105_PETERSEN,7,2.832,-17.45020012727730574,14.69562554903347618
DDD_105_PETERSEN,8,3.313,-17.45301515001930426,14.69891244046247358
DDD_105_PETERSEN,9,3.554,-17.4544289922959841,14.70059848892463883
DDD_105_PETERSEN,10,3.999,-17.45699468933613474,14.70364439409328305
DDD_105_PETERSEN,11,4.348,-17.45906276741435903,14.70605662690199011
DDD_105_PETERSEN,12,4.632,-17.45933192944994872,14.70794762504098685
DDD_105_PETERSEN,13,4.957,-17.45742030247532384,14.71011109153627494
DDD_105_PETERSEN,14,5.572,-17.45384759999999957,14.71414500000000025
DDD_105_PETERSEN,15,5.849,-17.45219140000000024,14.71604310000000027
DDD_105_PETERSEN,16,6.196,-17.45010368278329338,14.71842133925283846
DDD_105_PETERSEN,17,7.152,-17.44493118240840346,14.72539512420178376
DDD_105_PETERSEN,18,7.488,-17.44262820000000147,14.72642289999999932
DDD_105_PETERSEN,19,8.165,-17.43782037395273576,14.72437728848607641
DDD_105_PETERSEN,20,8.594,-17.43650908223272467,14.72801405471071234
DDD_105_PETERSEN,21,13.533,-17.42783755763841924,14.75807348477365544
DDD_105_PETERSEN,22,14.156,-17.42447907103116833,14.76244292504639688
DDD_105_PETERSEN,23,14.561,-17.42127697913972995,14.76406122422715228
DDD_105_PETERSEN,24,15.062,-17.41698916110336981,14.76534370570180954
DDD_105_PETERSEN,25,16.271,-17.41858725101198502,14.77448954921492152
DDD_105_CAMBERENE,1,0,-17.41858725101198502,14.77448954921492152
DDD_105_CAMBERENE,2,1.249,-17.41738158830147754,14.76533396898863515
DDD_105_CAMBERENE,3,1.701,-17.42135714792807022,14.76413436236297194
DDD_105_CAMBERENE,4,2.083,-17.42452338831174075,14.76262232342244651
DDD_105_CAMBERENE,5,2.726,-17.42798107518952833,14.75800014025232798
DDD_105_CAMBERENE,6,4.228,-17.42495708893059003,14.74597639513485881
DDD_105_CAMBERENE,7,5.59,-17.42489729703066104,14.73670155430058948
DDD_105_CAMBERENE,8,7.769,-17.43658023100362442,14.72816044851626316
DDD_105_CAMBERENE,9,8.225,-17.43798769482681621,14.72433785189270417
DDD_105_CAMBERENE,10,8.346,-17.43868304647840972,14.72408358335175294
DDD_105_CAMBERENE,11,9.166,-17.44466633618026563,14.72610634083017089
DDD_105_CAMBERENE,12,9.53,-17.44625682230560315,14.72332958536067871
DDD_105_CAMBERENE,13,10.362,-17.45106163722548231,14.71749481704846119
DDD_105_CAMBERENE,14,10.72,-17.45319731212897807,14.71506131498725978
DDD_105_CAMBERENE,15,10.835,-17.45388170000000017,14.71426600000000029
DDD_105_CAMBERENE,16,11.227,-17.45610506854326971,14.71175015147209919
DDD_105_CAMBERENE,17,11.684,-17.45887535574812688,14.70863118966220462
DDD_105_CAMBERENE,18,12.035,-17.45928966618164324,14.70613807198503054
DDD_105_CAMBERENE,19,12.389,-17.45721690996481001,14.70364972494243538
DDD_105_CAMBERENE,20,12.856,-17.45442433386122616,14.70043271060646894
DDD_105_CAMBERENE,21,13.101,-17.45299683898638321,14.69874550550726333
DDD_105_CAMBERENE,22,13.52,-17.45061042160690334,14.69587402989218283
DDD_105_CAMBERENE,23,14.037,-17.44767162408383143,14.69226747981910641
DDD_105_CAMBERENE,24,14.322,-17.44805014722511416,14.69014500325965145
DDD_105_CAMBERENE,25,14.853,-17.45099513521484269,14.68665224963360316
DDD_105_CAMBERENE,26,15.164,-17.44893711227303257,14.68469627879405515
DDD_105_CAMBERENE,27,15.446,-17.44707839626080315,14.68291105176513867
DDD_105_CAMBERENE,28,16.093,-17.44271179305534858,14.67897238450028219
DDD_111_LECLERC,1,0,-17.42749293667504418,14.67210720482658992
DDD_111_LECLERC,2,0.602,-17.43039608619618974,14.67301028554138931
DDD_111_LECLERC,3,1.149,-17.43253010036462314,14.67398375323463888
DDD_111_LECLERC,4,1.679,-17.43245592928571241,14.66943605444693866
